,short_name,capacity,name,region_id,lat,lon
89,31505,23,Eckington Pl & Q St NE,42,38.910972,-77.00495
90,31615,23,6th & H St NE,42,38.899972,-76.998347
91,31616,19,3rd & H St NE,42,38.900412,-77.001949
92,31617,15,Bladensburg Rd & Benning Rd NE,42,38.900413,-76.982872
93,31618,11,4th & East Capitol St NE,42,38.889955,-77.000349
94,31619,25,Lincoln Park / 13th & East Capitol St NE ,42,38.890461,-76.988355
95,31701,11,Branch & Pennsylvania Ave SE,42,38.8692,-76.9599
96,31622,31,13th & D St NE,42,38.894832,-76.987633
97,31229,23,New Hampshire Ave & T St NW,42,38.915544,-77.038252
98,31230,39,Metro Center / 12th & G St NW,42,38.89832574246664,-77.02795878052711
99,31231,25,14th & D St NW / Ronald Reagan Building,42,38.894514,-77.031617
100,31232,27,7th & F St NW / National Portrait Gallery,42,38.89728304853854,-77.02219069004059
101,31233,35,17th & K St NW / Farragut Square,42,38.902061,-77.038322
102,31234,19,20th & O St NW / Dupont South,42,38.908905,-77.04478
103,31621,15,4th & D St NW / Judiciary Square,42,38.895344,-77.016106
104,31235,35,19th St & Constitution Ave NW,42,38.89221235271478,-77.04307436943054
105,31236,23,37th & O St NW / Georgetown University,42,38.90774,-77.071652
106,31237,15,25th St & Pennsylvania Ave NW,42,38.903827,-77.053485
107,31623,55,Columbus Circle / Union Station,42,38.89696,-77.00493
108,31624,23,North Capitol St & F St NW,42,38.897446,-77.009888
109,31266,23,11th & M St NW,42,38.9055785,-77.027313
110,31304,15,36th & Calvert St NW / Glover Park,42,38.922581,-77.070334
111,31238,23,14th & G St NW,42,38.89816396413188,-77.03189760446548
112,31052,15,Potomac Ave & 35th St S,41,38.844015,-77.050537
113,31240,31,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,42,38.88412,-77.04657
114,31262,15,11th & F St NW,42,38.897857,-77.026975
115,31260,19,23rd & E St NW ,42,38.896104,-77.049882
116,31014,27,Lynn St & 19th St North,41,38.897315,-77.070993
117,31015,19,Wilson Blvd & Ft Myer Dr,41,38.8946,-77.072305
118,31016,15,Clarendon Blvd & Pierce St,41,38.893438,-77.076389
119,31017,15,Wilson Blvd & N Uhle St,41,38.891696,-77.0846
120,31018,12,Rhodes St & 16th St N,41,38.892164,-77.079375
121,31706,15,Fairfax Village,42,38.86559,-76.952103
122,31261,15,Virginia Ave & C St NW,42,38.89388766381858,-77.04439267516136
123,31019,15,Wilson Blvd & N Edgewood St,41,38.889396070923496,-77.09186241030693
124,31113,19,Columbia Rd & Belmont St NW,42,38.920669,-77.04368
125,31239,23,Rhode Island & Connecticut Ave NW,42,38.905995699991145,-77.03980207443237
126,31241,33,Thomas Circle,42,38.9059,-77.0325
127,31020,12,Wilson Blvd & N Franklin Rd,41,38.8904,-77.0889
128,31021,15,Clarendon Blvd & N Fillmore St,41,38.8881,-77.09308
129,31022,21,Clarendon Metro / Wilson Blvd & N Highland St,41,38.88701007722296,-77.09525674581528
130,31242,27,18th St & Pennsylvania Ave NW,42,38.899680000000004,-77.041539
131,31243,39,4th & C St SW,42,38.88637194054526,-77.01770067214966
132,31244,19,4th & E St SW,42,38.88412,-77.017445
133,31625,19,3rd & G St SE,42,38.881185,-77.001828
134,31245,15,7th & R St NW / Shaw Library,42,38.912719,-77.022155
135,31404,15,9th & Upshur St NW,42,38.9418,-77.0251
136,31506,15,1st & Rhode Island Ave NW,42,38.915417,-77.012289
137,31115,27,Columbia Rd & Georgia Ave NW,42,38.92812111132096,-77.0237946510315
138,31116,19,California St & Florida Ave NW,42,38.917761,-77.04062
139,31707,19,Benning Rd & East Capitol St NE / Benning Rd Metro,42,38.889935,-76.93723
140,31307,15,3000 Connecticut Ave NW / National Zoo,42,38.930282,-77.055599
141,31708,15,Anacostia Ave & Benning Rd NE / River Terrace ,42,38.896544,-76.96012
142,31246,19,M St & Pennsylvania Ave NW,42,38.905126,-77.056887
143,31626,15,15th St & Massachusetts Ave SE,42,38.88732,-76.983569
144,31806,15,Congress Heights Metro,42,38.844711,-76.987823
145,31035,12,N Quincy St & Glebe Rd,41,38.876393,-77.107735
146,31033,11,Barcroft Community Center,41,38.85033657788445,-77.1009886264801
147,31029,16,N Veitch St & 20th St N,41,38.896923,-77.086502
148,31263,23,10th & K St NW,42,38.9024,-77.02622
149,31023,12,Fairfax Dr & Wilson Blvd,41,38.885801,-77.097745
150,31027,17,Wilson Blvd & N Quinn St,41,38.893993,-77.07857
151,31628,23,1st & I St SE,42,38.878854378063295,-77.00572729110718
152,31306,19,39th & Calvert St NW / Stoddert,42,38.922649,-77.077271
153,31507,15,1st & Washington Hospital Center NW,42,38.928743,-77.012457
154,31024,19,Virginia Square Metro / Monroe St & 9th St N,41,38.882788,-77.103148
155,31025,12,Central Library / Quincy St & 10th St N,41,38.88397,-77.10783
156,31026,15,Washington Blvd & 10th St N,41,38.884734,-77.093485
157,31247,23,Jefferson Dr & 14th St SW,42,38.8885525,-77.032427
158,31248,35,Smithsonian-National Mall / Jefferson Dr & 12th St SW,42,38.888774,-77.028694
159,31036,15,George Mason Dr & Wilson Blvd,41,38.87887,-77.1207
160,31264,19,6th St & Indiana Ave NW,42,38.894573,-77.01994
161,31028,11,N Veitch St & Key Blvd,41,38.893237,-77.086063
162,31030,15,Langston Blvd & N Adams St,41,38.89593,-77.089006
163,31031,15,15th St & N Scott St,41,38.89054,-77.08095
164,31032,12,Washington Blvd & 7th St N,41,38.88081,-77.090792
165,31037,23,Ballston Metro / Stuart St & 9th St N,41,38.881044,-77.111768
166,31034,15,Fairfax Dr & N Randolph St,41,38.882629,-77.109366
167,31249,23,Jefferson Memorial,42,38.879819,-77.037413
168,31803,15,Good Hope Rd & 14th St SE,42,38.866611,-76.985238
169,31038,12,Glebe Rd & 11th St N,41,38.883921,-77.116817
170,31039,15,Wilson Blvd & N Quincy St,41,38.880012,-77.107854
171,31040,11,GMU/Fairfax Dr & Kenmore St,41,38.884702715757356,-77.10030198097229
172,31508,19,Gallaudet / 8th St & Florida Ave NE,42,38.90509,-76.9941
173,31250,19,20th & L St NW,42,38.903584,-77.044789
174,31251,19,12th & L St NW,42,38.903819,-77.0284
175,31252,19,21st St & Pennsylvania Ave NW,42,38.901539,-77.046564
176,31253,23,19th & K St NW,42,38.902204,-77.04337
177,31041,19,Prince St & Union St,40,38.803124,-77.040363
178,31042,15,Market Square / King St & Royal St,40,38.804718,-77.043363
179,31043,15,St Asaph & Pendleton St,40,38.81074147938705,-77.0446327328682
180,31044,15,King St & Patrick St,40,38.805317,-77.049883
181,31254,27,15th & K St NW,42,38.902,-77.03353
182,31045,15,Commerce St & Fayette St,40,38.805648,-77.05293
183,31046,17,Henry St & Pendleton St,40,38.811456,-77.050276
184,31047,29,Braddock Rd Metro North,40,38.814577,-77.052808
185,31048,23,King St Metro South,40,38.80576284873485,-77.060626745224
186,31255,15,24th & N St NW,42,38.9066,-77.05152
187,31256,15,10th & E St NW,42,38.895914,-77.026064
188,31257,15,22nd & I St NW / Foggy Bottom,42,38.90088,-77.048911
189,31050,12,Barton St & 10th St N,41,38.884961,-77.08777
190,31051,11,Arlington Blvd & N Queen St,41,38.889365,-77.077294
191,31258,25,Lincoln Memorial,42,38.888255,-77.0494365
192,31259,15,20th St & Virginia Ave NW,42,38.894722,-77.045128
193,31265,19,5th St & Massachusetts Ave NW,42,38.90093,-77.018677
194,31308,15,39th & Veazey St NW,42,38.943837,-77.077078
195,31309,15,Fessenden St & Wisconsin Ave NW,42,38.954812,-77.082426
196,31627,23,3rd & M St NE,42,38.905469714943266,-77.0021304488182
197,31053,15,Columbia Pike & S Courthouse Rd,41,38.863833,-77.080319
198,31054,12,Wakefield High School,41,38.847129045742605,-77.1125502884388
199,31055,15,28th St & S Meade St,41,38.846222,-77.069275
200,31114,23,18th St & Wyoming Ave NW,42,38.918809,-77.041571
201,31403,15,5th & Kennedy St NW,42,38.956555547721955,-77.0198142528534
202,31405,19,Georgia Ave & Emerson St NW,42,38.949662000000004,-77.027333
203,31406,19,14th & Upshur St NW,42,38.942475355602845,-77.03267812728882
204,31407,19,14th St & Colorado Ave NW,42,38.956432,-77.032947
205,31056,12,Troy St & 26th St S,41,38.847977,-77.075104
206,31057,11,Four Mile Run Dr & S Shirlington Rd,41,38.8444,-77.085931
207,31058,11,Columbia Pike & Monroe St,41,38.860343910937175,-77.09367156028748
208,31059,11,Four Mile Run Dr & S Walter Reed Dr,41,38.84736,-77.095431
209,31060,15,S Arlington Mill Dr & Campbell Ave,41,38.84232,-77.089555
210,31061,11,Kenmore St & 24th St S,41,38.848454,-77.084918
211,32006,15,13th St & Eastern Ave,44,38.987,-77.029417
212,31312,19,Wisconsin Ave & O St NW,42,38.90849,-77.063586
213,31062,17,Roosevelt Island,41,38.896553,-77.06714
214,31310,23,Connecticut & Nebraska Ave NW,42,38.955016,-77.069956
215,31267,19,17th St & Massachusetts Ave NW,42,38.908142,-77.038359
216,31117,15,15th & Euclid St NW,42,38.92333,-77.0352
217,31629,11,8th & East Capitol St NE,42,38.889988,-76.995193
218,31509,15,New Jersey Ave & R St NW,42,38.912659,-77.017669
219,31630,11,15th & East Capitol St NE,42,38.889908,-76.983326
220,31631,23,8th & F St NE,42,38.897274,-76.994749
221,31510,15,18th St & Rhode Island Ave NE,42,38.927095,-76.978924
222,31632,19,15th & F St NE,42,38.897194999999996,-76.983575
223,31511,15,12th & Irving St NE,42,38.928644,-76.990955
224,31800,11,Alabama & MLK Ave SE,42,38.84322988730829,-76.99937582015991
225,31807,11,Pleasant St & MLK Ave SE,42,38.863897,-76.990037
226,31512,15,Neal St & Trinidad Ave NE,42,38.903732,-76.987211
227,31268,31,12th & U St NW,42,38.916787,-77.028139
228,31063,11,S George Mason & Four Mile Run Dr,41,38.852248,-77.105022
229,31064,17,Gravelly Point,41,38.865029,-77.039511
230,31065,11,Pershing Dr & Wayne St,41,38.880705,-77.08596
231,31066,11,Columbia Pike & S Orme St,41,38.867262,-77.072315
232,31269,15,3rd St & Pennsylvania Ave SE,42,38.887378,-77.001955
233,31270,15,8th & D St NW,42,38.894851,-77.02324
234,31118,15,3rd & Elm St NW,42,38.917622,-77.01597
235,31513,19,Rhode Island Ave & V St NE,42,38.918155,-77.004746
236,31271,27,Constitution Ave & 2nd St NW/DOL,42,38.892275,-77.013917
237,31272,31,Washington & Independence Ave SW/HHS,42,38.886978,-77.013769
238,31633,15,Independence Ave & L'Enfant Plaza SW/DOE,42,38.887312,-77.025762
239,31514,15,Hamlin & 7th St NE,42,38.927497,-76.997194
240,31067,12,Columbia Pike & S Walter Reed Dr,41,38.862478,-77.086599
241,31068,15,Arlington Mill Cmty Center / Columbia Pike & S Dinwiddie St,41,38.856319,-77.11153
242,31069,11,Pershing Dr & N George Mason Dr,41,38.871822,-77.107906
243,32001,15,Fenton St & New York Ave ,44,38.985404,-77.023082
244,32002,19,Bethesda Ave & Arlington Rd,44,38.981103,-77.097426
245,32003,11,Montgomery Ave & Waverly St ,44,38.983838,-77.09221
246,32004,19,Fallsgrove Blvd & Fallsgrove Dr,43,39.096312,-77.192672
247,32005,19,Traville Gateway Dr & Gudelsky Dr,43,39.093783,-77.202501
248,32000,11,Norfolk Ave & Fairmont St,44,38.988562,-77.096539
249,32007,15,E Montgomery Ave & Maryland Ave,43,39.084125,-77.151291
250,32008,11,Cordell & Norfolk Ave,44,38.98954,-77.098029
251,32009,9,Frederick Ave & Horners Ln,43,39.094772,-77.145213
252,32011,19,Maple & Ritchie Ave,44,38.983627,-77.006311
253,32012,19,Silver Spring Metro / Colesville Rd & Wayne Ave,44,38.995256441231696,-77.02912420034409
254,32013,11,Montgomery & East Ln,44,38.983525,-77.095367
255,32014,19,Friendship Hts Metro / Wisconsin Ave & Wisconsin Cir,44,38.961763,-77.085998
256,31119,15,14th & Belmont St NW,42,38.921074,-77.031887
257,31634,19,3rd & Tingey St SE,42,38.87501,-77.0024
258,31120,19,10th St & Florida Ave NW,42,38.920387,-77.025672
259,31635,15,Potomac Ave & 8th St SE,42,38.876737,-76.994468
260,32016,15,Fallsgrove Dr & W Montgomery Ave,43,39.099376,-77.188014
261,32017,15,Monroe St & Monroe Pl,43,39.083673,-77.149162
262,32018,15,Needwood Rd & Eagles Head Ct,43,39.123513,-77.15741
263,32019,15,East West Hwy & Blair Mill Rd,44,38.990249,-77.02935
264,32021,15,47th & Elm St,44,38.982456,-77.091991
265,32022,15,Dennis Ave & Amherst Ave,44,39.02538719623632,-77.04456299543381
266,32023,21,Montgomery College / W Campus Dr & Mannakee St,43,39.095661,-77.159048
267,32024,11,Fenton St & Gist Ave,44,38.989724,-77.023854
268,32025,15,Carroll & Westmoreland Ave,44,38.975,-77.01121
269,32026,15,Carroll & Ethan Allen Ave,44,38.977933,-77.006472
270,32027,15,Battery Ln & Trolley Trail,44,38.992375,-77.100104
271,32028,11,Norfolk & Rugby Ave,44,38.990639,-77.100239
272,32029,11,Offutt Ln & Chevy Chase Dr,44,38.977092999999996,-77.094589
273,32032,15,Fleet St & Ritchie Pkwy,43,39.076331,-77.141378
274,32033,19,Piccard & W Gude Dr,43,39.102212,-77.177091
275,32034,15,Silver Spring Transit Center - Top Level,44,38.99403485060837,-77.03037142753601
276,32035,11,Georgia Ave & Spring St,44,38.999388,-77.031555
277,32036,15,Fenton St & Ellsworth Dr ,44,38.997033,-77.025608
278,32037,18,King Farm Blvd & Pleasant Dr,43,39.114688,-77.171487
279,32038,15,King Farm Blvd & Piccard Dr,43,39.110314,-77.182669
280,31121,19,Calvert St & Woodley Pl NW,42,38.923583,-77.050046
281,31636,19,New Jersey Ave & N St NW/Dunbar HS,42,38.90733256111448,-77.01536044478416
282,31710,11,Nannie Helen Burroughs Ave & 49th St NE,42,38.898536,-76.931862
283,31711,15,Deanwood Rec Center,42,38.908473,-76.933099
284,31273,17,Hains Point/Buckeye & Ohio Dr SW,42,38.878433,-77.03023
285,31070,11,Arlington Blvd & Fillmore St,41,38.873755,-77.089233
286,31071,17,Eads St & 12th St S,41,38.86307336639078,-77.05454081296921
287,32039,19,Old Georgetown Rd & Southwick St,44,38.999634,-77.109647
288,32040,19,Friendship Blvd & Willard Ave,44,38.96115,-77.088659
289,31637,19,North Capitol St & G Pl NE,42,38.899703,-77.008911
290,31072,11,31st St & S Woodrow St,41,38.8378458,-77.0934784
291,31073,15,Washington Blvd & Walter Reed Dr ,41,38.873219,-77.082104
292,31074,15,TJ Cmty Ctr / 2nd St & S Old Glebe Rd,41,38.869418,-77.095596
293,31313,15,Connecticut Ave & Tilden St NW,42,38.94113915653008,-77.061977237463
294,32041,15,Medical Center Dr & Key West Ave,43,39.103091,-77.196442
295,32042,19,Shady Grove Hospital,43,39.097636,-77.196636
296,32043,11,Veterans Pl & Pershing Dr ,44,38.997445,-77.023894
297,31638,15,1st & H St NW,42,38.900358,-77.012108
298,31515,19,Fort Totten Metro,42,38.952369,-77.002721
299,31408,19,Takoma Metro,42,38.975219,-77.016855
300,31516,19,Rhode Island Ave Metro,42,38.920682,-76.995876
301,31075,11,Rolfe St & 9th St S,41,38.866471,-77.076131
302,31076,15,S Randolph St & Campbell Ave,41,38.84065400672152,-77.08865851163864
303,32045,19,Shady Grove Metro West,43,39.119765,-77.166093
304,32046,19,River Rd & Landy Ln,44,38.964992,-77.103381
305,32047,19,Rockville Metro West,43,39.084379,-77.146866
306,32048,12,Bethesda Metro / Wisconsin Ave & Old Georgetown Rd,44,38.984691,-77.094537
307,31077,19,Iwo Jima Memorial / Meade & 14th St N,41,38.889920000000004,-77.071301
308,31314,19,34th & Water St NW,42,38.9037315,-77.0675285
309,31081,15,Duke St & John Carlyle St,40,38.804378,-77.060866
310,31079,15,Langston Blvd & N Cleveland St,41,38.894941,-77.09169
311,31078,15,Arlington Blvd & S George Mason Dr,41,38.869442,-77.104503
312,31274,23,10th & G St NW,42,38.89824328774852,-77.02623546123505
313,31080,15,Langston Blvd & N Scott St,41,38.897612,-77.080851
314,31275,19,New Hampshire Ave & 24th St NW,42,38.901755,-77.051084
315,31082,15,Eisenhower Ave & Mill Race Ln,40,38.801111,-77.068952
316,31083,11,Potomac Greens Dr & Slaters Ln,40,38.82175,-77.047494
317,31084,19,Ballenger Ave & Dulaney St,40,38.802677,-77.063562
318,31085,11,Mount Vernon Ave & E Nelson Ave,40,38.820064,-77.057619
319,31086,15,Mount Vernon Ave & E Del Ray Ave,40,38.82595,-77.058541
320,31087,15,Monroe Ave & Leslie Ave,40,38.820932,-77.053096
321,31088,15,Mount Vernon Ave & Kennedy St,40,38.833077,-77.059821
322,31089,21,Court House Metro / 15th St & N Uhle St,41,38.890612,-77.084801
323,32049,15,WAU / Flower Ave & Division St,44,38.986743,-77.000035
324,31090,15,Long Bridge Park / Long Bridge Dr & 6th St S,41,38.865553,-77.05003
325,31315,19,Connecticut Ave & McKinley St NW,42,38.96454350924588,-77.07513481378555
326,31276,23,15th & L St NW,42,38.903649,-77.034918
327,31277,31,17th & G St NW,42,38.898282949523605,-77.03973233699799
328,32050,15,Spring St & 2nd Ave,44,38.997653,-77.034499
329,31278,19,18th & R St NW,42,38.912648,-77.041834
330,31091,15,Joyce St & 16th St S,41,38.859254,-77.063275
331,31517,23,Union Market,42,38.907908,-76.99707
332,31092,15,Langston Blvd & N Monroe St,41,38.896456,-77.104562
333,31093,15,21st St & N Pierce St,41,38.898984,-77.078317
334,31094,15,Langston Blvd & N Kirkwood Rd,41,38.895377,-77.09713
335,31279,23,19th & G St NW,42,38.898412,-77.043182
336,31522,19,2nd St & Seaton Pl NE,42,38.914751108831155,-77.00356006622314
337,31902,15,Wilson Blvd & N Illinois St ,41,38.876528,-77.12712
338,31095,11,Army Navy Dr & S Nash St,41,38.86215024521491,-77.06812083721161
339,31293,19,Thomas Jefferson St NW & Water/K St NW,42,38.902826,-77.060173
340,31280,23,11th & S St NW,42,38.913761,-77.027025
341,31096,15,Walter Reed Dr & 8th St S,41,38.86612,-77.08787
342,31639,23,2nd & G St NE,42,38.89967,-77.003666
343,31281,19,8th & O St NW,42,38.90864,-77.02277
344,31411,19,Georgia & Missouri Ave NW,42,38.961339,-77.027855
345,31712,19,Oklahoma Ave & D St NE,42,38.894474,-76.974828
346,31640,19,Maryland Ave & E St NE,42,38.8962260397813,-76.99278563261032
347,31518,23,New York Ave & Hecht Ave NE,42,38.915604,-76.983683
348,31316,19,Yuma St & Tenley Circle NW,42,38.946182,-77.08059
349,32051,15,Connecticut Ave & Chevy Chase Lake Dr,44,38.994113,-77.076986
350,32052,15,Key West Ave & Siesta Key Way,43,39.105295,-77.194774
351,31900,19,Langston Blvd & N Woodstock St,41,38.898301,-77.118009
352,31097,15,Saint Asaph St & Madison St,40,38.812718,-77.044097
353,31098,15,King St Metro North / Cameron St,40,38.80704,-77.059817
354,31099,15,Madison St & N Henry St,40,38.813485,-77.049468
355,32053,19,Medical Center Metro ,44,38.999378,-77.097882
356,31901,11,Washington Blvd & N Frederick St,41,38.884829,-77.127671
357,31317,19,Wisconsin Ave & Ingomar St NW,42,38.958267,-77.084636
358,31122,19,16th & Irving St NW,42,38.928893,-77.03625
359,31282,19,16th & R St NW,42,38.912652,-77.036278
360,32054,15,Lyttonsville Rd & Lyttonsville Pl,44,38.999679,-77.051168
361,32055,11,Woodmont Ave & Strathmore St,44,38.979875,-77.093522
362,31283,19,14th & L St NW,42,38.903658,-77.031737
363,31519,15,1st & O St NW,42,38.908643,-77.012365
364,31811,19,South Capitol & Atlantic St SW,42,38.831516,-77.008133
365,31284,19,18th & C St NW,42,38.893511,-77.041544
366,31285,19,22nd & P ST NW,42,38.909394,-77.048728
367,32056,19,East West Hwy & 16th St,44,38.995681,-77.038721
368,31903,15,Royal St & Wilkes St,40,38.799267,-77.0447
369,31123,23,14th & Girard St NW,42,38.925284,-77.032375
370,31910,19,Potomac Ave & Main Line Blvd,40,38.822738,-77.049265
371,31286,19,11th & O St NW,42,38.90843,-77.02714
372,31287,23,10th St & L'Enfant Plaza SW,42,38.88432272414662,-77.02601015567778
373,31318,19,Connecticut Ave & Yuma St NW,42,38.947156,-77.065115
374,31641,23,2nd St & Massachusetts Ave NE,42,38.894972,-77.003135
375,31908,23,Radford St & Osage St,40,38.828437,-77.086031
376,31904,19,East Falls Church Metro / Sycamore St & 19th St N,41,38.88532071975074,-77.15642720460892
377,31905,15,Kennebec St & 11th St N,41,38.880992,-77.135271
378,31906,15,Commonwealth Ave & Oak St,40,38.812711,-77.061715
379,31913,15,Commonwealth Ave & E Monroe Ave,40,38.82005823354218,-77.06282079219818
380,31288,31,4th St & Madison Dr NW,42,38.8904955,-77.0172465
381,31289,19,Henry Bacon Dr & Lincoln Memorial Circle NW,42,38.890539,-77.049383
382,31290,19,17th St & Independence Ave SW,42,38.888097,-77.038325
383,31907,19,Franklin St & S Washington St,40,38.798133,-77.0487
384,31909,15,Mount Vernon Ave & Four Mile Run Park,40,38.843422,-77.064016
385,31642,23,New Jersey Ave & K St NW,42,38.90257109172293,-77.01366662979126
386,31912,15,Mount Vernon Ave & Bruce St,40,38.841291,-77.063093
387,31914,15,Lee Center,40,38.797557,-77.053766
388,31915,15,Powhatan St & Bashford Ln,40,38.818748,-77.047783
389,31916,19,Potomac Ave & Swann Ave,40,38.829545,-77.047844
390,31124,31,14th & Irving St NW,42,38.928552,-77.032224
391,31291,25,Vermont Ave & I St NW,42,38.901136451737045,-77.03445106744766
392,31319,25,Wisconsin Ave & Brandywine St NW,42,38.949813,-77.080217
